,stack_index,tiff_index,file_name,tillage,fertilizer,tillage-fertilizer,block,sub-rep,window_size,skip,denoise,skew_mean,skew_median,skew_std,skew_p5,skew_p95,kurt_mean,kurt_median,kurt_std,kurt_p5,kurt_p95,vari_mean,vari_median,vari_std,vari_p5,vari_p95,edge_mean,edge_median,edge_std,edge_p5,edge_p95,img_mean,img_median,img_std,img_p5,img_p95,img_mean_norm (g/cm3),img_median_norm (g/cm3),img_std_norm (g/cm3),img_p5_norm (g/cm3),img_p95_norm (g/cm3),depth
10,10,250,20210527Sbx_VBCSoilCores10_39um 3_0250.tif,NT,HM,NT-HM,2,1,50,10,True,0.014169428418654671,0.15267996636928305,0.9471759432043186,-1.5942781428087258,1.3120820378844005,0.6115756363766528,-0.14813602047665952,3.3230902097051516,-1.2016228576465502,4.4409171091118145,506290.1467513605,410863.5975692315,438168.4936365136,137214.52570860946,1116747.7928834592,11.866653939263772,8.0,11.313268823993816,1.0,34.0,5608.926332514759,5591.346556546429,883.5104018492981,4199.561166137151,6850.721832969406,1.49250115436258,1.484895344421163,0.3822467481858869,0.8827457392291728,2.029758317342332,0.975
11,10,250,20210527Sbx_VBCSoilCores10_39um 3_0250.tif,NT,HM,NT-HM,2,1,150,10,True,0.14236713315160174,0.2638907943378246,0.8796826762133937,-1.4656670604473863,1.2573652614273598,2.29539411339687,0.33346981709416523,7.9146366604980605,-0.7723787612092037,5.012696334651746,568371.8724102617,506866.6287419847,270419.80722640257,329772.1673521432,955412.4237009959,11.866653939263772,8.0,11.313268823993816,1.0,34.0,5608.926332514759,5591.346556546429,883.5104018492981,4199.561166137151,6850.721832969406,1.49250115436258,1.484895344421163,0.3822467481858869,0.8827457392291728,2.029758317342332,0.975
12,10,300,20210527Sbx_VBCSoilCores10_39um 3_0300.tif,NT,HM,NT-HM,2,1,50,10,True,-0.43712090367976864,-0.504757228688302,0.9574064267208849,-1.8842716848135233,1.0692619349203958,1.0172621107499369,0.16442218613669413,3.270637059475732,-1.2474154870036436,5.839606658611653,526091.7224626322,402085.276526264,471705.84102961427,93020.05702868095,1281853.4354523602,8.460133898979185,6.0,8.819633301576419,1.0,26.0,5671.274861474383,5844.870561859496,916.426219041892,4028.8465572952373,6841.378654293174,1.5463276328607027,1.6245404212583598,0.41289185039133225,0.806338698065041,2.073512811687174,1.17
13,10,300,20210527Sbx_VBCSoilCores10_39um 3_0300.tif,NT,HM,NT-HM,2,1,150,10,True,-0.5676806841583188,-0.7495998967640866,0.9277105600037523,-1.6479200671855194,1.5860759476616435,1.788787345026595,0.4633157432734545,4.1617471088355575,-1.054873223435348,9.97110335898658,639803.8598677833,591780.751255528,243538.97991091802,297778.5531947043,1075707.8332004952,8.460133898979185,6.0,8.819633301576419,1.0,26.0,5671.274861474383,5844.870561859496,916.426219041892,4028.8465572952373,6841.378654293174,1.5463276328607027,1.6245404212583598,0.41289185039133225,0.806338698065041,2.073512811687174,1.17
14,10,350,20210527Sbx_VBCSoilCores10_39um 3_0350.tif,NT,HM,NT-HM,2,1,50,10,True,-0.6611086583747765,-0.6666848156749351,0.8239929867854332,-1.9832860932191734,0.6461003870896584,0.9327732922347504,0.13767575672045607,2.7194489038933316,-1.3383030673787686,5.680318609625865,565011.8169202957,479444.3370728935,427808.67391128646,72528.59081082349,1345579.574221931,19.442694931095513,12.0,20.66003343027547,2.0,63.0,5709.217768165317,5979.839889786536,935.7529302895631,3821.8477486009538,6785.354062655436,1.5821158898097727,1.7059253793571993,0.428106512311724,0.7186450201354664,2.074447723238994,1.365
15,10,350,20210527Sbx_VBCSoilCores10_39um 3_0350.tif,NT,HM,NT-HM,2,1,150,10,True,-0.9431122924253423,-0.9185814848601251,0.5652154752221411,-1.9367911807473974,-0.00951925146038408,1.118650777339427,0.568045382037512,2.0630378868698296,-0.9001683288438546,5.613004313639581,713419.4804924377,685708.8974212031,355295.7076698694,181146.5013951948,1321522.2867375384,19.442694931095513,12.0,20.66003343027547,2.0,63.0,5709.217768165317,5979.839889786536,935.7529302895631,3821.8477486009538,6785.354062655436,1.5821158898097727,1.7059253793571993,0.428106512311724,0.7186450201354664,2.074447723238994,1.365
16,10,400,20210527Sbx_VBCSoilCores10_39um 3_0400.tif,NT,HM,NT-HM,2,1,50,10,True,-0.6052797377751821,-0.5804645712967891,0.8103608652390139,-1.9865003384425703,0.6232467577787686,0.6609063596354678,-0.14295844985158945,2.42678773363341,-1.4144075599494244,5.481287376246295,621893.3460592552,576500.9569486969,423426.74650207534,86827.25855812806,1394492.0119677559,8.806824931323781,5.0,9.489035791574501,1.0,29.0,5748.869506886213,6045.285393298314,989.386120584231,3834.715768602356,6920.194317310394,1.5938071373265725,1.7282875769821062,0.44887297403577425,0.725377852349534,2.1252235785704845,1.5599999999999998
17,10,400,20210527Sbx_VBCSoilCores10_39um 3_0400.tif,NT,HM,NT-HM,2,1,150,10,True,-0.799003916571444,-0.7954568819715814,0.6063572603069495,-1.7257260107087236,0.15921335540224782,0.630289885929133,-0.25849855025141144,2.101346591315559,-1.2745606734447186,5.071582846351625,787207.8693981903,842851.38139116,328907.0792338524,231049.68491565462,1317417.7259517622,8.806824931323781,5.0,9.489035791574501,1.0,29.0,5748.869506886213,6045.285393298314,989.386120584231,3834.715768602356,6920.194317310394,1.5938071373265725,1.7282875769821062,0.44887297403577425,0.725377852349534,2.1252235785704845,1.5599999999999998
18,10,450,20210527Sbx_VBCSoilCores10_39um 3_0450.tif,NT,HM,NT-HM,2,1,50,10,True,-0.4947290379411547,-0.46642127710275993,0.8399339014396577,-1.897580261302675,0.7440617708095769,0.5118605629312731,-0.24517273904628167,2.349556945705595,-1.4036966694773527,5.053609031146509,664612.4911278972,606581.0018541825,460880.3044292223,84240.43886458811,1536977.5481402301,15.70906639551486,10.0,16.234184281051363,1.0,51.0,5817.609759329412,6102.201066281032,1010.2997731593009,3900.5114482503623,7048.223255177111,1.548854685597334,1.6721786970681103,0.43780051523218544,0.7181045947440313,2.082125341344431,1.755
19,10,450,20210527Sbx_VBCSoilCores10_39um 3_0450.tif,NT,HM,NT-HM,2,1,150,10,True,-0.7122191635081148,-0.7141464177247275,0.6814659145028783,-1.820447927088578,0.46753335596384854,0.45349461828063165,-0.18975450517629522,2.121859613344781,-1.133432151726845,4.323659925633237,917736.895272725,921422.7053216007,341730.58807795565,333693.6631952043,1500847.5489814626,15.70906639551486,10.0,16.234184281051363,1.0,51.0,5817.609759329412,6102.201066281032,1010.2997731593009,3900.5114482503623,7048.223255177111,1.548854685597334,1.6721786970681103,0.43780051523218544,0.7181045947440313,2.082125341344431,1.755
20,10,500,20210527Sbx_VBCSoilCores10_39um 3_0500.tif,NT,HM,NT-HM,2,1,50,10,True,-0.47300017911447484,-0.544759197873647,0.9606636377151568,-1.9397769700889154,1.1192017392912155,1.0332322499901159,0.24844114779694837,2.9721832353765834,-1.344573971526703,5.774003065324554,610940.7619588414,479800.68257427873,544558.2945023857,86924.5333737266,1545933.5316485344,13.021968625340214,8.0,13.976439946277669,1.0,43.0,5920.03020473373,6204.6761121959635,1051.3545761539435,3923.1226711517425,7114.492077412144,1.633200377595722,1.7597158784542641,0.46729163249847316,0.7456423619834963,2.164098374428477,1.95
21,10,500,20210527Sbx_VBCSoilCores10_39um 3_0500.tif,NT,HM,NT-HM,2,1,150,10,True,-0.4409873300841958,-0.41481122192611886,0.9016322538899066,-1.8514504478681302,1.017846690390244,1.0933475169068494,0.33771270677521614,2.4360707054515958,-1.1835463270810105,5.644715390585581,947765.7628327211,912242.0973587731,518609.3046572296,254279.7348916383,1890386.6881082023,13.021968625340214,8.0,13.976439946277669,1.0,43.0,5920.03020473373,6204.6761121959635,1051.3545761539435,3923.1226711517425,7114.492077412144,1.633200377595722,1.7597158784542641,0.46729163249847316,0.7456423619834963,2.164098374428477,1.95
